HomeRegion,AcademicYear,Sex,TCAS,GPAX,NumAnwser,Status
South,1,0,1,2.65,21,MFU student
North,1,0,1,3.13,15,MFU student
North,1,0,1,3.5,24,MFU student
South,1,0,2,3.5,31,MFU student
North,1,1,2,2.9,17,MFU student
East,1,1,2,2.64,9,MFU student
North,1,0,1,2.66,25,MFU student
North,1,0,2,3.39,14,MFU student
South,1,1,1,2.54,29,MFU student
South,1,0,1,3.09,24,MFU student
North,1,0,1,3.32,20,MFU student
North,1,0,1,3.22,22,MFU student
Bangkok,1,0,1,3.07,15,MFU student
Central,1,0,1,2.75,24,MFU student
North,1,1,2,2.63,22,MFU student
Central,1,0,1,3.74,23,MFU student
North,1,0,1,3.16,27,MFU student
North,1,1,1,3.05,21,MFU student
North,1,0,2,2.79,16,MFU student
Central,1,0,1,3.62,17,MFU student
North,1,0,1,3.26,20,MFU student
West,1,0,2,2.37,25,MFU student
Bangkok,1,0,2,3.5,15,MFU student
South,1,0,1,3.09,28,MFU student
South,1,0,2,2.4,13,MFU student
West,1,0,1,3.66,28,MFU student
North East,1,0,1,2.96,18,MFU student
North,1,0,5,2.59,19,MFU student
Bangkok,1,0,5,2.85,11,MFU student
North,1,0,5,3.24,14,MFU student
East,1,0,5,2.91,21,MFU student
West,1,1,5,1.98,15,MFU student
North,1,0,5,2.51,5,MFU student
North,1,0,5,3.21,11,MFU student
North,1,0,5,3.34,22,MFU student
North,1,0,5,3.25,13,MFU student
North,1,0,5,2.74,15,MFU student
North,1,0,5,3.41,21,MFU student
North,1,0,5,3.250711643,13,MFU student
East,1,0,5,2.23,17,MFU student
North,1,1,5,2.82,24,MFU student
North East,1,0,5,2.32,17,MFU student
North,1,0,5,3.07,22,MFU student
North,1,0,5,2.59,5,MFU student
North,1,0,5,2.55,21,MFU student
North,1,0,5,2.88,20,MFU student
North,1,0,5,2.94,9,MFU student
North,1,0,5,2.46,18,MFU student
Central,1,0,5,2.7,12,MFU student
Bangkok,1,1,5,2.36,15,MFU student
North,1,1,5,3.07,9,MFU student
North,1,1,5,2.55,9,MFU student
North,1,1,5,2.51,17,MFU student
North,1,0,5,2.72,10,MFU student
North,1,0,5,3.02,8,MFU student
Central,1,0,5,2.56,16,MFU student
North,1,0,5,3.07,11,MFU student
North,1,0,5,3.35,20,MFU student
North,1,0,5,3.43,23,MFU student
North,1,0,5,2.27,27,MFU student
Bangkok,1,0,5,1.95,20,MFU student
North,1,0,5,2,12,MFU student
North,1,0,5,3.19,6,MFU student
North,1,0,5,2.72,14,MFU student
North,1,1,5,2.54,18,MFU student
North,1,0,5,3.81,17,MFU student
South,1,1,5,3.3,21,MFU student
North,1,0,5,3,11,MFU student
North East,1,0,5,2.89,19,MFU student
North East,1,0,5,3.16,18,MFU student
North East,1,0,5,3.21,24,MFU student
North,1,1,5,2.48,21,MFU student
North,1,1,5,3.22,16,MFU student
North,1,0,5,3.58,13,MFU student
North,1,0,5,3.33,26,MFU student
Bangkok,1,1,5,3.250711643,27,MFU student
North,1,0,5,3.37,12,MFU student
Central,1,0,5,2.86,8,MFU student
South,1,1,5,2.3,13,MFU student
North,1,0,5,3.3,11,MFU student
North,1,0,5,2.5,17,MFU student
North,1,1,5,2.96,29,MFU student
North,1,1,5,2.33,6,MFU student
Central,1,1,5,2.65,16,MFU student
South,1,0,5,2.42,8,MFU student
Central,1,0,5,3,26,MFU student
North East,1,0,5,2.59,20,MFU student
North East,1,0,5,2.68,27,MFU student
North,1,1,5,3.15,14,MFU student
Central,1,0,5,3.27,12,MFU student
Bangkok,1,1,5,2.51,9,MFU student
Central,1,0,2,2.25,20,MFU student
East,1,0,2,3.36,18,MFU student
South,1,0,2,3.35,16,MFU student
North East,1,0,1,3.07,5,MFU student
North,1,1,2,2.61,25,MFU student
North,1,0,1,3.1,11,MFU student
North,1,0,2,3.78,20,MFU student
East,1,0,2,3.28,6,MFU student
East,1,0,1,3.67,16,MFU student
Central,1,0,2,2.9,26,MFU student
North,1,0,2,2.85,12,MFU student
North,1,1,1,3.2,7,MFU student
Bangkok,1,0,1,3.78,12,MFU student
South,1,0,1,3.19,14,MFU student
Bangkok,1,0,1,2.9,20,MFU student
North,1,1,1,3.64,8,MFU student
Bangkok,1,0,2,2.46,19,MFU student
East,1,0,1,3.05,26,MFU student
North,1,0,1,2.9,12,MFU student
North,1,0,1,2.97,17,MFU student
Bangkok,1,1,2,2.18,9,MFU student
Central,1,0,2,2.76,16,MFU student
North,1,1,1,3.37,24,MFU student
North,1,0,1,3.36,16,MFU student
North,1,1,2,2.79,16,MFU student
North East,1,0,1,3.54,12,MFU student
North,1,0,2,3.1,17,MFU student
South,1,1,1,3.47,15,MFU student
North,1,1,2,2.62,13,MFU student
South,1,1,1,3.04,26,MFU student
North East,1,1,1,3.1,25,MFU student
South,1,1,1,3.41,21,MFU student
Central,1,0,1,3.29,6,MFU student
Central,1,0,1,2.98,20,MFU student
North East,1,1,1,3.01,25,MFU student
Bangkok,1,0,2,2.72,17,MFU student
North East,1,0,1,2.88,15,MFU student
Bangkok,1,0,1,3.1,21,MFU student
North,1,1,1,2.95,6,MFU student
North,1,0,1,3.38,14,MFU student
North,1,1,2,2.7,7,MFU student
North,1,0,1,3.36,17,MFU student
North,1,1,2,2.92,20,MFU student
Central,1,1,2,3.71,21,MFU student
South,1,0,2,2.74,27,MFU student
Central,1,1,1,3.14,7,MFU student
North East,1,0,1,3.38,11,MFU student
South,1,0,2,2.56,12,MFU student
North,1,0,1,2.95,11,MFU student
North,1,0,1,3.04,30,MFU student
South,1,0,1,3.5,16,MFU student
North,1,0,1,3.09,14,MFU student
North,1,0,2,3.75,14,MFU student
North East,1,0,1,3.18,9,MFU student
North,1,0,2,2.53,6,MFU student
North,1,0,2,2.83,18,MFU student
North,1,0,1,3.34,18,MFU student
Bangkok,1,1,1,2.96,15,MFU student
Bangkok,1,0,1,2.85,22,MFU student
North,1,1,2,2.2,23,MFU student
Central,1,1,1,3.4,6,MFU student
North,1,0,2,3.53,19,MFU student
North East,1,0,1,3.47,12,MFU student
East,1,1,1,3.17,6,MFU student
Bangkok,1,1,1,2.98,17,MFU student
Central,1,0,1,3.13,14,MFU student
Bangkok,1,0,2,3.19,21,MFU student
Bangkok,1,1,2,2.66,13,MFU student
Central,1,0,2,3.14,21,MFU student
Bangkok,1,0,1,3.19,17,MFU student
North,1,0,1,3.13,10,MFU student
North,1,1,1,2.04,14,MFU student
East,1,0,1,3.15,16,MFU student
North,1,0,1,3.16,8,MFU student
North,1,0,1,2.95,18,MFU student
Central,1,0,1,3.17,26,MFU student
North,1,0,2,2.65,11,MFU student
North,1,1,1,2.51,19,MFU student
Central,1,1,2,3.31,19,MFU student
South,1,0,1,2.73,19,MFU student
South,1,0,1,3.18,12,MFU student
North,1,1,1,2.92,9,MFU student
North East,1,1,1,2.75,22,MFU student
North,1,0,2,2.82,5,MFU student
Bangkok,1,1,2,2.22,17,MFU student
North,1,0,2,3.53,18,MFU student
North East,1,0,1,2.6,9,MFU student
East,1,0,2,3.36,16,MFU student
North,1,0,1,3,13,MFU student
North,1,0,1,2.85,21,MFU student
North,1,0,1,2.61,9,MFU student
Bangkok,1,0,2,2.34,17,MFU student
North,1,1,1,2.59,14,MFU student
West,1,0,5,3,21,MFU student
North,1,1,5,2.24,9,MFU student
Central,1,0,5,3.12,14,MFU student
North,1,0,5,3.64,22,MFU student
North,1,1,5,2.18,24,MFU student
North East,1,0,5,3.250711643,14,MFU student
East,1,0,5,2.29,14,MFU student
South,1,0,5,2.93,18,MFU student
North,1,0,5,3.32,6,MFU student
North,1,0,5,2.94,12,MFU student
North,1,0,5,3.81,18,MFU student
North,1,0,5,3.250711643,5,MFU student
Central,1,0,5,3.06,8,MFU student
North,1,1,5,2.78,21,MFU student
North,1,1,5,2.89,20,MFU student
North,1,0,5,2.81,5,MFU student
East,1,0,5,2.81,9,MFU student
North,1,1,5,2.26,12,MFU student
South,1,0,5,3.02,16,MFU student
North,1,0,5,3.5,14,MFU student
Central,1,1,2,2.98,24,MFU student
South,1,0,1,3.48,23,MFU student
North East,1,0,1,3.69,5,MFU student
North,1,0,1,3.2,19,MFU student
North,1,0,2,2.84,29,MFU student
Central,1,0,1,3.29,6,MFU student
Central,1,0,2,3.05,13,MFU student
North,1,0,1,3.81,22,MFU student
North,1,0,2,3.58,22,MFU student
North,1,0,1,3.35,15,MFU student
Bangkok,1,1,2,2.57,27,MFU student
Bangkok,1,0,1,3.35,10,MFU student
Central,1,0,1,3.67,10,MFU student
North,1,1,1,2.89,8,MFU student
South,1,0,1,3.47,25,MFU student
Central,1,0,1,3.31,15,MFU student
North East,1,0,1,3.61,12,MFU student
North,1,0,1,3.33,22,MFU student
South,1,0,2,2.68,24,MFU student
North East,1,0,1,3.29,30,MFU student
North East,1,1,1,3.79,7,MFU student
North,1,0,1,3.17,21,MFU student
North,1,0,2,2.59,21,MFU student
South,1,0,1,3.22,14,MFU student
North East,1,0,2,2.98,23,MFU student
South,1,1,2,2.43,19,MFU student
North,1,0,1,3.38,21,MFU student
South,1,1,1,2.88,12,MFU student
Central,1,1,1,3.43,14,MFU student
South,1,0,1,2.61,28,MFU student
North,1,0,1,3.38,12,MFU student
South,1,1,1,3.07,22,MFU student
Bangkok,1,0,1,3.03,14,MFU student
North,1,0,1,2.79,18,MFU student
South,1,0,1,3.59,23,MFU student
South,1,0,1,2.78,15,MFU student
North East,1,1,1,2.92,9,MFU student
North East,1,0,1,3.3,19,MFU student
Central,1,0,1,3.29,30,MFU student
North,1,1,1,3.37,16,MFU student
East,1,0,1,3.55,31,MFU student
North,1,1,2,2.79,21,MFU student
North,1,0,1,3.41,5,MFU student
Central,1,0,1,3.4,17,MFU student
North,1,1,2,3.28,9,MFU student
Bangkok,1,0,2,2.81,14,MFU student
South,1,1,1,3.73,9,MFU student
North,1,1,1,3.33,20,MFU student
North East,1,0,1,3.53,23,MFU student
North,1,0,1,3.59,17,MFU student
North,1,0,1,3.56,26,MFU student
North,1,0,1,2.98,17,MFU student
Bangkok,1,0,1,3.08,11,MFU student
North,1,0,1,3.38,15,MFU student
South,1,0,1,3.65,21,MFU student
Central,1,0,1,3.13,12,MFU student
North,1,0,1,3.29,17,MFU student
North,1,1,1,3.52,22,MFU student
North,1,1,2,3.16,12,MFU student
North,1,0,1,3.2,24,MFU student
Central,1,1,2,2.43,6,MFU student
North,1,0,1,3.08,5,MFU student
South,1,0,2,2.4,10,MFU student
North East,1,0,1,3.28,21,MFU student
South,1,0,1,3.48,16,MFU student
South,1,0,1,2.94,23,MFU student
North,1,0,1,3.36,24,MFU student
Central,1,0,1,3.250711643,15,MFU student
Central,1,0,2,3.54,15,MFU student
South,1,0,1,3.34,18,MFU student
South,1,1,1,3.27,13,MFU student
South,1,1,1,3.49,11,MFU student
South,1,0,1,3.01,31,MFU student
North,1,0,2,2.74,12,MFU student
Central,1,0,1,3.34,27,MFU student
North,1,0,2,2.68,12,MFU student
East,1,1,2,3.39,20,MFU student
North,1,1,1,3.56,21,MFU student
North,1,0,2,2.68,13,MFU student
North,1,0,2,3.21,22,MFU student
Bangkok,1,0,1,3.54,25,MFU student
Central,1,0,1,3.72,24,MFU student
North,1,0,1,3.41,5,MFU student
North,1,1,1,2.76,13,MFU student
Bangkok,1,1,2,2.7,13,MFU student
North,1,0,1,3.2,5,MFU student
East,1,0,2,3.46,7,MFU student
North,1,1,2,3.03,9,MFU student
North,1,1,5,3.07,17,MFU student
North East,1,0,5,3.23,7,MFU student
Central,1,1,5,2.56,14,MFU student
North,1,0,5,3.23,25,MFU student
North,1,0,5,3.52,10,MFU student
East,1,0,5,3.24,8,MFU student
North,1,0,5,2.84,20,MFU student
South,1,0,5,3.250711643,9,MFU student
North,1,0,5,2.69,15,MFU student
North,1,0,5,3.13,11,MFU student
North,1,0,5,3.38,21,MFU student
North,1,1,5,2.71,15,MFU student
North,1,0,5,3.31,12,MFU student
North,1,1,5,2.68,6,MFU student
North,1,0,5,2.96,27,MFU student
North East,1,0,5,2.81,11,MFU student
North,1,1,5,3.09,26,MFU student
East,1,1,5,3.250711643,18,MFU student
East,1,0,5,3.02,11,MFU student
North,1,1,5,3.43,18,MFU student
North,1,1,5,3.48,10,MFU student
North,1,0,5,3.15,13,MFU student
South,1,0,5,3.17,14,MFU student
North,1,0,5,3.08,9,MFU student
North East,1,0,5,3.87,17,MFU student
North,1,1,5,3.17,14,MFU student
North,1,0,5,3.1,5,MFU student
North,1,0,5,3.16,17,MFU student
North,1,0,5,3.23,10,MFU student
North,1,1,5,3,22,MFU student
North,1,0,5,2.27,10,MFU student
North,1,1,5,3.56,17,MFU student
North,1,0,5,3.18,22,MFU student
North,1,0,5,3.32,21,MFU student
South,1,0,5,2.98,22,MFU student
North,1,1,5,2.58,8,MFU student
North East,1,0,5,2.8,20,MFU student
North,1,0,5,3.250711643,14,MFU student
North,1,0,5,2.77,26,MFU student
North East,1,1,5,2.81,15,MFU student
North,1,1,5,2.97,11,MFU student
Bangkok,1,0,1,3.35,25,MFU student
Central,1,0,1,3.06,20,MFU student
North,1,0,1,3.28,26,MFU student
South,1,1,1,3.08,12,MFU student
Central,1,0,1,2.74,12,MFU student
South,1,1,1,2.9,16,MFU student
Central,1,0,1,3.52,24,MFU student
Bangkok,1,0,1,2.65,10,MFU student
North East,1,1,1,3.38,19,MFU student
East,1,0,1,3.14,12,MFU student
North,1,0,1,3.22,27,MFU student
North,1,1,1,2.65,16,MFU student
North,1,0,1,3.6,25,MFU student
North,1,1,1,2.95,18,MFU student
North East,1,0,1,3.19,9,MFU student
Bangkok,1,0,1,2.87,20,MFU student
Central,1,1,2,3.23,18,MFU student
East,1,0,1,3.46,9,MFU student
North,1,1,1,3.52,12,MFU student
East,1,1,1,3.2,21,MFU student
East,1,1,1,3.36,21,MFU student
North,1,1,1,3.15,17,MFU student
North,1,0,1,3.83,20,MFU student
North,1,0,1,3.11,6,MFU student
South,1,0,1,3.33,21,MFU student
Bangkok,1,0,1,2.57,14,MFU student
North,1,0,1,3.47,15,MFU student
North,1,0,1,3.61,20,MFU student
South,1,1,1,3.06,15,MFU student
North,1,1,1,2.73,5,MFU student
South,1,0,1,2.83,21,MFU student
Central,1,0,1,3.08,16,MFU student
South,1,1,1,2.6,19,MFU student
North,1,0,1,3.33,16,MFU student
North,1,0,2,3.51,11,MFU student
North,1,0,1,3.11,5,MFU student
North,1,0,2,2.71,12,MFU student
South,1,1,1,2.57,14,MFU student
North,1,0,1,3.15,8,MFU student
Central,1,0,1,2.85,17,MFU student
North,1,0,1,3.7,16,MFU student
North East,1,0,1,3.48,12,MFU student
South,1,1,2,2.19,8,MFU student
North,1,0,1,3.63,18,MFU student
South,1,0,2,2.48,15,MFU student
Bangkok,1,0,1,2.62,20,MFU student
North,1,0,1,2.83,13,MFU student
North,1,1,1,2.95,14,MFU student
North,1,1,1,3.2,20,MFU student
North,1,0,1,2.65,26,MFU student
Bangkok,1,0,1,2.62,14,MFU student
North East,1,0,1,2.87,12,MFU student
Central,1,1,1,3.04,9,MFU student
North,1,1,1,3.18,7,MFU student
East,1,0,1,2.92,15,MFU student
Central,1,1,1,3.7,25,MFU student
North,1,1,1,3.94,15,MFU student
North,1,1,1,2.71,5,MFU student
North,1,1,1,3.08,5,MFU student
North,1,1,2,2.49,20,MFU student
North,1,0,1,3.73,18,MFU student
Bangkok,1,0,1,2.8,24,MFU student
East,1,0,1,2.81,18,MFU student
North,1,1,1,3.25,17,MFU student
North,1,1,1,3.44,29,MFU student
Central,1,0,1,3.17,13,MFU student
South,1,1,1,2.67,8,MFU student
South,1,1,1,2.95,17,MFU student
North,1,0,1,3.44,7,MFU student
East,1,0,1,2.8,18,MFU student
North,1,0,2,2.31,25,MFU student
East,1,0,1,3.38,16,MFU student
North East,1,0,1,2.99,23,MFU student
North,1,1,1,2.66,15,MFU student
North,1,1,1,3.09,14,MFU student
North East,1,1,1,2.81,17,MFU student
North,1,1,1,2.7,24,MFU student
Bangkok,1,0,2,2.36,15,MFU student
North,1,0,1,2.82,19,MFU student
North,1,1,1,3.33,25,MFU student
South,1,0,1,3.41,24,MFU student
North,1,0,1,3.51,21,MFU student
East,1,0,1,3.19,20,MFU student
North,1,0,1,3.09,15,MFU student
North East,1,1,1,2.77,30,MFU student
South,1,0,1,2.89,17,MFU student
North East,1,0,1,3.73,13,MFU student
North,1,0,1,3.71,15,MFU student
North,1,0,1,3.37,20,MFU student
Central,1,0,1,3.12,18,MFU student
North,1,0,1,3.74,26,MFU student
North,1,0,1,3.62,15,MFU student
Central,1,0,1,3.18,12,MFU student
North East,1,1,1,3.19,10,MFU student
East,1,0,1,3.52,8,MFU student
Central,1,0,1,3.25,28,MFU student
Central,1,0,1,3.1,15,MFU student
North,1,0,1,3.61,15,MFU student
Central,1,0,1,3.64,7,MFU student
Bangkok,1,0,2,3.17,14,MFU student
South,1,0,1,2.59,24,MFU student
North,1,0,1,3.34,18,MFU student
North,1,0,1,3.5,19,MFU student
Central,1,1,2,3.66,17,MFU student
North,1,0,1,3.3,11,MFU student
South,1,0,1,2.91,14,MFU student
North,1,0,1,2.61,23,MFU student
North,1,0,1,3.42,20,MFU student
South,1,0,2,2.08,14,MFU student
East,1,0,1,2.94,19,MFU student
North,1,1,1,3.24,5,MFU student
Bangkok,1,1,1,2.77,21,MFU student
North,1,0,1,3.5,18,MFU student
North,1,0,1,3.47,15,MFU student
North,1,1,1,3.01,17,MFU student
South,1,1,1,2.88,20,MFU student
North East,1,0,1,3.250711643,21,MFU student
North,1,0,1,3.7,5,MFU student
North,1,0,1,3.13,25,MFU student
North East,1,0,1,3.12,18,MFU student
South,1,0,1,2.81,14,MFU student
North,1,1,1,3.14,15,MFU student
West,1,1,1,2.92,20,MFU student
Bangkok,1,0,1,3.38,13,MFU student
North East,1,0,1,3.25,19,MFU student
Central,1,0,1,3.4,15,MFU student
East,1,0,1,3.79,26,MFU student
North East,1,0,1,2.96,10,MFU student
North,1,0,1,3.44,18,MFU student
North,1,0,1,3.17,15,MFU student
South,1,1,1,3.29,16,MFU student
North,1,1,1,3.5,18,MFU student
West,1,0,1,3.4,5,MFU student
South,1,0,1,2.6,17,MFU student
East,1,1,1,3.43,19,MFU student
North,1,0,1,3.34,24,MFU student
North,1,0,1,3.34,23,MFU student
North,1,0,1,3.4,28,MFU student
North,1,1,1,2.78,13,MFU student
North,1,1,1,2.84,17,MFU student
North,1,0,1,2.81,5,MFU student
Central,1,0,1,3.03,10,MFU student
Bangkok,1,0,1,2.86,23,MFU student
Central,1,0,1,3.52,15,MFU student
North,1,0,1,2.75,17,MFU student
North,1,0,1,3.76,8,MFU student
Central,1,1,1,2.73,13,MFU student
North East,1,0,1,3.17,12,MFU student
South,1,0,1,3.23,16,MFU student
Central,1,0,1,3.2,21,MFU student
North,1,0,1,2.9,20,MFU student
Bangkok,1,0,1,3.57,21,MFU student
North,1,0,1,3.07,25,MFU student
South,1,0,1,3.7,22,MFU student
Bangkok,1,0,1,2.78,25,MFU student
North,1,0,1,3.84,24,MFU student
North,1,0,1,3.1,9,MFU student
North East,1,0,1,3.09,24,MFU student
North,1,0,1,3.51,7,MFU student
North,1,1,1,3.15,15,MFU student
North East,1,0,1,3.03,26,MFU student
South,1,0,1,3.26,21,MFU student
North East,1,0,1,3.59,18,MFU student
North East,1,0,1,3.54,11,MFU student
South,1,0,1,3.22,14,MFU student
North,1,0,1,3.51,24,MFU student
North,1,0,1,3.91,11,MFU student
North,1,1,1,2.57,8,MFU student
North,1,0,1,3.13,10,MFU student
North,1,0,1,3.35,5,MFU student
North East,1,0,1,3.44,15,MFU student
North,1,1,1,3.38,28,MFU student
South,1,1,1,3.87,14,MFU student
North,1,1,2,2.57,16,MFU student
North East,1,0,1,3.54,11,MFU student
North,1,0,1,2.9,15,MFU student
North,1,0,1,3.01,14,MFU student
Central,1,0,1,3.64,21,MFU student
North East,1,0,1,3.49,12,MFU student
North,1,0,1,3.79,18,MFU student
Bangkok,1,0,1,3.05,28,MFU student
East,1,0,1,2.92,11,MFU student
South,1,0,1,3.03,11,MFU student
South,1,0,1,3.03,18,MFU student
South,1,0,1,2.91,26,MFU student
North,1,1,1,2.97,13,MFU student
South,1,0,1,3.49,25,MFU student
Central,1,0,1,3.76,17,MFU student
East,1,0,1,3.39,16,MFU student
Bangkok,1,0,1,3.73,14,MFU student
North East,1,0,1,3.32,16,MFU student
North,1,1,1,3.03,12,MFU student
Central,1,0,1,3.33,13,MFU student
North,1,0,1,3.21,31,MFU student
North,1,0,1,3.46,21,MFU student
East,1,0,1,3.250711643,12,MFU student
North East,1,0,1,2.93,17,MFU student
North,1,0,1,3.64,22,MFU student
West,1,1,1,3.32,19,MFU student
South,1,0,2,3.74,10,MFU student
North,1,0,1,3.39,21,MFU student
Central,1,0,2,3.49,7,MFU student
North East,1,0,2,3.61,10,MFU student
Bangkok,1,1,1,3.01,18,MFU student
North,1,0,2,3.29,20,MFU student
Central,1,0,2,3.31,18,MFU student
East,1,1,1,3.07,10,MFU student
South,1,0,1,3.27,21,MFU student
North East,1,0,1,3.17,21,MFU student
North,1,1,1,2.92,7,MFU student
Central,1,0,1,3.85,9,MFU student
North,1,1,1,2.82,19,MFU student
North,1,1,2,3.06,16,MFU student
South,1,0,1,3.55,19,MFU student
Bangkok,1,1,1,2.84,22,MFU student
Central,1,0,1,3.5,24,MFU student
East,1,0,1,3.32,26,MFU student
North,1,0,1,3.33,28,MFU student
South,1,0,1,3.68,10,MFU student
South,1,0,1,3.54,16,MFU student
North,1,1,1,3.16,20,MFU student
North,1,1,1,3.31,9,MFU student
North East,1,1,1,3.26,16,MFU student
South,1,1,1,3.18,14,MFU student
Bangkok,1,1,1,3.31,18,MFU student
North,1,0,1,3.63,19,MFU student
East,1,1,1,3.25,17,MFU student
North,1,1,1,3.74,15,MFU student
North,1,0,1,3.28,23,MFU student
South,1,1,2,2.95,15,MFU student
Central,1,0,2,3.62,17,MFU student
North East,1,0,1,3.16,20,MFU student
North,1,1,2,3.43,19,MFU student
North,1,0,1,3.41,26,MFU student
Central,1,1,1,3.12,17,MFU student
Central,1,0,1,3.23,22,MFU student
North,1,0,1,3.46,27,MFU student
East,1,0,1,2.96,17,MFU student
South,1,1,1,2.89,17,MFU student
North,1,0,2,3.46,12,MFU student
North,1,1,1,3.09,21,MFU student
South,1,0,2,2.99,9,MFU student
Bangkok,1,1,1,3.07,20,MFU student
North,1,1,2,3.07,14,MFU student
North,1,0,5,3.3,20,MFU student
Bangkok,1,1,5,2.12,18,MFU student
North,1,0,5,3.250711643,15,MFU student
Central,1,1,5,3.26,15,MFU student
North,1,0,5,3.41,14,MFU student
North,1,0,5,3.28,22,MFU student
North,1,1,5,3.250711643,25,MFU student
North,1,1,5,3.12,12,MFU student
North,1,1,5,3.38,10,MFU student
Central,1,1,5,3.22,6,MFU student
North,1,1,5,2.98,24,MFU student
North,1,0,5,2.91,8,MFU student
North,1,1,5,2.84,13,MFU student
North,1,0,5,2.48,13,MFU student
South,1,0,5,2.71,15,MFU student
North East,1,1,1,2.35,19,MFU student
North East,1,1,1,2.71,16,MFU student
North,1,1,2,2.4,11,MFU student
Bangkok,1,0,1,3.38,9,MFU student
North,1,0,1,2.81,10,MFU student
North,1,0,2,3.19,9,MFU student
South,1,0,1,3.18,20,MFU student
South,1,1,2,2.69,12,MFU student
Central,1,1,2,2.48,14,MFU student
North,1,0,2,3.03,22,MFU student
North,1,1,1,3.05,28,MFU student
North,1,0,1,3.7,7,MFU student
Central,1,0,1,3.52,23,MFU student
East,1,1,2,2.73,14,MFU student
North,1,0,1,3.07,24,MFU student
North,1,0,1,2.42,14,MFU student
North,1,1,2,3.69,25,MFU student
North,1,0,1,3.29,21,MFU student
Central,1,1,2,2.76,13,MFU student
Bangkok,1,1,5,3.18,11,MFU student
East,1,0,5,2.79,23,MFU student
North,1,1,5,3.12,17,MFU student
North East,1,0,5,3.57,11,MFU student
North,1,0,5,3.37,9,MFU student
South,1,1,5,3.250711643,13,MFU student
North,1,1,5,2.02,20,MFU student
North,1,1,5,2.65,7,MFU student
North,1,0,5,2.8,9,MFU student
North,1,0,5,3.5,13,MFU student
Central,1,0,5,3.18,19,MFU student
North,1,0,5,2.8,12,MFU student
North,1,0,5,3.06,29,MFU student
North,1,1,5,2.61,8,MFU student
North,1,1,5,2.07,9,MFU student
North,1,1,5,3.250711643,24,MFU student
North,1,1,5,2.93,13,MFU student
Central,1,0,5,2.56,20,MFU student
South,1,1,5,2.91,10,MFU student
North,1,0,5,2.72,29,MFU student
North,1,1,5,3.250711643,9,MFU student
North,1,0,5,3.43,14,MFU student
North,1,0,5,2.9,16,MFU student
North,1,1,5,2.4,16,MFU student
North,1,0,5,2.96,7,MFU student
West,1,1,5,2.51,11,MFU student
West,1,1,5,2.59,17,MFU student
North,1,1,5,2.7,13,MFU student
North,1,1,5,2.29,20,MFU student
North East,1,0,5,3.4,13,MFU student
North East,1,1,5,3.3,10,MFU student
North,1,1,1,2.86,22,MFU student
North,1,1,2,2.82,14,MFU student
North,1,1,1,3.44,17,MFU student
North,1,0,1,3.06,9,MFU student
East,1,0,1,3.59,17,MFU student
North,1,1,2,3.24,9,MFU student
North,1,1,1,2.91,10,MFU student
Bangkok,1,0,1,3.21,12,MFU student
North,1,0,1,3.09,13,MFU student
North,1,1,1,3.67,24,MFU student
North,1,1,1,3.19,18,MFU student
North East,1,1,1,3.07,14,MFU student
North,1,0,1,3.53,22,MFU student
North,1,1,2,2.79,27,MFU student
North,1,0,2,3.73,9,MFU student
North,1,1,1,3.09,15,MFU student
North East,1,0,1,2.66,13,MFU student
North East,1,1,1,3.02,15,MFU student
Bangkok,1,0,1,3.05,5,MFU student
North East,1,1,1,3.19,12,MFU student
North,1,1,2,2.73,13,MFU student
South,1,1,1,2.93,14,MFU student
Central,1,0,1,3.44,17,MFU student
North,1,1,1,3.16,11,MFU student
North,1,1,1,2.5,25,MFU student
South,1,0,2,2.92,30,MFU student
North,1,1,2,3.12,18,MFU student
North East,1,0,2,3.09,17,MFU student
North,1,1,2,3.38,21,MFU student
North,1,0,1,3.3,25,MFU student
North,1,1,1,3.1,12,MFU student
Bangkok,1,1,1,3.01,11,MFU student
North,1,1,5,3.250711643,21,MFU student
North,1,0,5,2.99,15,MFU student
North,1,1,5,2.35,21,MFU student
North,1,1,5,3.250711643,17,MFU student
South,1,1,5,2.25,16,MFU student
North,1,1,5,3.44,10,MFU student
Bangkok,1,1,1,3.19,19,MFU student
North,1,1,1,3.2,11,MFU student
North,1,0,1,3.5,14,MFU student
Central,1,0,2,3.8,8,MFU student
East,1,0,2,3.37,21,MFU student
Bangkok,1,0,1,2.57,17,MFU student
West,1,1,2,3.18,15,MFU student
North,1,1,1,2.64,20,MFU student
Bangkok,1,0,1,2.91,16,MFU student
South,1,0,1,3.79,18,MFU student
North,1,1,1,2.58,26,MFU student
North,1,1,1,2.54,8,MFU student
North,1,1,1,3.83,11,MFU student
North,1,0,1,3.06,22,MFU student
North,1,1,1,3.93,19,MFU student
South,1,1,1,3.05,17,MFU student
South,1,1,2,2.44,9,MFU student
North,1,1,1,2.55,16,MFU student
North,1,1,1,3.81,27,MFU student
Bangkok,1,1,1,3.02,23,MFU student
Bangkok,1,1,1,2.49,15,MFU student
North,1,0,1,3.11,19,MFU student
East,1,0,1,3.3,20,MFU student
North,1,1,1,3.65,11,MFU student
South,1,0,1,2.53,10,MFU student
North,1,0,1,3.13,6,MFU student
North,1,1,2,3.73,9,MFU student
East,1,0,1,3.14,17,MFU student
North,1,0,2,3.47,18,MFU student
Central,1,0,1,2.92,10,MFU student
East,1,1,2,2.55,19,MFU student
North,1,0,1,3.13,15,MFU student
East,1,0,1,3.38,20,MFU student
